numerous;0.17065472
bring;0.5545316100000001
spokesperson;0.19113329
branch;0.23168192999999998
path;0.22463282
trip;0.21719692
music;0.16664352999999998
record;0.5496438800000001
complex;0.58899837
visual;0.26402009
understanding;0.52784204
calculate;0.28615198000000003
energy;0.37302358999999996
knowledge;0.76107054
happen;0.20488316
internally;0.19909717
grow;0.22922934
possess;0.18378201
require;0.89570565
economy;0.23891661
analysis;0.5469559
truman;0.17065472
population;0.2654629
route;1.1453725399999999
size;0.18283219
selection;0.16383837
chemical;1.02176288
domain;0.58339451
science;1.1178512999999999
consideration;0.23072337999999998
wing;0.29864576
object;1.1223746200000002
hobby;0.18672755
newspaper;0.17825812
flight;0.29864576
statistical;0.30691355
compare;0.17726113
role;0.16869776
criterion;0.36107353
prove;0.20715635999999998
achieve;0.71840448
ahead;0.44796864
followingfactoring;0.21719692
avedon;0.17065472
hop;0.21924091999999998
characteristic;0.50628224
measurement;0.7987546600000001
result;0.4466391900000001
capability;0.31731410000000004
toplevel;0.18460332999999998
journal;1.44024155
integral;0.31549013
aspect;0.19776102
civil;0.23721578999999998
term;0.30348106
behavior;0.5250533500000001
attainable;0.16632771999999998
paired;0.39819435
tooth;0.34130944
hand;0.20811958
policy;0.2100763
chemistry;0.21719692
mind;1.35400879
address;0.20289277
set;1.2017373400000002
business;0.8168672299999999
learn;0.5837998400000001
involve;1.17304072
procedure;0.59611475
requisite;0.17065472
march;0.21924091999999998
food;0.19909717
andor;0.26572622
component;0.70708716
sale;0.23469973
answer;0.39056290000000005
meet;0.6096611599999999
capote;0.17065472
series;1.2106001
interview;0.29727165
freely;0.79638869
essential;0.32527570000000006
standard;0.98640497
acceptable;0.79638869
roleplay;0.21719692
communicate;0.25502101
evidence;0.21246785
official;0.71802574
language;1.30727115
good;0.58965299
hold;0.30003008
compute;0.16365154
red;0.36756401
institution;0.24427464000000004
exploratory;0.47783322
act;0.20155048
leave;0.31520925
bird;0.27406786
legal;0.30402183
heating;0.47783322
programming;1.00513069
area;0.5189319800000001
richard;0.17065472
add;0.29864576
commonly;0.16334851
test;0.6340299
obligatory;0.47783322
need;1.02908892
typically;0.29433014
pay;2.10901349
check;1.01115304
gather;0.92971773
list;0.21110826000000002
article;0.3715149
external;0.30757568
circumstance;0.43751423
piece;0.26618360999999996
final;0.57811699
exchange;0.69875249
carry;0.38090834000000007
party;0.58514987
necessity;0.34130944
income;0.18351781
virtual;0.20224981
private;0.22333977
analytical;0.19584822999999998
young;0.51657645
united;0.17065472
choose;0.20899754999999998
interface;0.1727961
representation;0.66494214
ft;0.34130944
society;0.79445496
accomplish;0.25073512000000003
constituent;0.28695316
scope;0.17804069
skill;0.55345168
client;0.18795615999999998
divide;0.62877541
airline;0.47783322
human;0.29687993
class;1.02363219
live;0.2065174
brodovitch;0.17065472
effectiveness;0.16594839
conducive;0.21719692
practical;0.19721285
identify;0.42400039000000006
perform;0.83117995
analyte;0.21719692
monitor;0.30194303
evolution;0.19584822999999998
message;0.17170834999999998
concentrate;0.27304755
special;0.82409468
environment;0.66001507
material;0.21479517999999997
form;1.2743513199999998
management;1.4563353700000004
alexey;0.17065472
coffee;0.17065472
universe;0.32903962
publish;0.29848240000000004
sergey;0.34130944
developer;0.17697527
magazine;0.35365219000000003
criminal law;0.17065472
subset;0.17829598
college;0.28836165
feather;0.29864576
practice;0.16273826
expert;0.24438926
select;0.5321976700000001
lukyanenko;0.34130944
raheem;0.21719692
fulfill;0.21719692
release;0.70463053
channel;0.16869658999999998
focus;0.62255157
mechanical;0.26239806
american;0.724642
construct;0.17016055
entire;0.34130944
approach;0.2325072
attempt;0.18156112000000002
division;0.24312821
executive;0.22364609000000002
number;0.6156530799999999
intricate;0.50298233
experiment;1.2339765900000002
decisive;0.34130944
supplier;0.33749801
property;0.43344241999999994
context;0.17361536
action;1.19717202
model;0.49228305000000006
judge;0.29749773
write;0.6323607
order;0.73505919
song;0.4768681
period;0.32817082000000003
partnership;0.17065472
musical;0.52152248
issue;0.6647898000000001
director;1.19458304
metal;0.7221314499999999
nbc;0.29864576
heavy;0.23520214
melody;0.21719692
traditional;0.80485372
system;1.55741608
operate;0.20623527
field;0.89638082
lobe;0.34130944
analyze;0.45203361000000003
exculpation;0.17065472
biological;0.19584822999999998
evaluate;0.16769204
larger;0.22631166
server;0.22830767999999999
aim;0.24014568
singer;0.21719692
deliver;0.24133300000000002
phenomenon;0.20921496
air;0.29059774
matter;0.16197788000000002
mandatory;0.47783322
local;0.18169451
retail;0.19088868999999997
government;0.29112158
stream;0.7258758799999999
rights;0.25116238
member;0.19597194
electronic;0.22871824000000002
accumulate;0.21166342000000002
share;0.19237852
tradition;0.29107536
ability;1.25618067
outcome;0.23825034
table;0.2556178
product;0.78464085
